# Russian Cup — authoritative row set, extracted 2026-08-01 from RSSSF rus2025.html + rus2026.html
# RPL-path groups + full knockout brackets (major/minor 2024-25; RPL/regions 2025-26)
# 90-minute scores only; group-stage pen-decided draws recorded as draws. comp=CUP.
# --- 2024-25 group stage (48) ---
2024-10-23,CUP,orenburg,himki,2,0
2024-10-23,CUP,krasnodar,pari-nn,1,2
2024-10-23,CUP,akron,rubin,0,1
2024-10-24,CUP,krylja,dinamo-msk,3,6
# --- 2024-25 knockout (28) ---
2024-11-05,CUP,spartak,rostov,0,1
2024-11-05,CUP,dinamo-msk,lokomotiv,1,2
2024-11-06,CUP,rubin,cska,0,0
2024-11-06,CUP,zenit,akhmat,3,0
2024-11-26,CUP,tyumen,krasnodar,3,3
2024-11-26,CUP,shinnik,akron,0,1
2024-11-26,CUP,cska,rubin,3,0
2024-11-27,CUP,akhmat,zenit,1,2
2024-11-27,CUP,sochi,dinamo-mkh,1,1
2024-11-27,CUP,ural,himki,1,1
2024-11-27,CUP,rostov,spartak,2,1
2024-11-28,CUP,lokomotiv,dinamo-msk,0,1
2025-03-11,CUP,krasnodar,akhmat,1,2
2025-03-11,CUP,dinamo-mkh,lokomotiv,1,2
2025-03-12,CUP,ural,rubin,1,0
2025-03-12,CUP,akron,spartak,2,3
2025-03-12,CUP,rostov,zenit,0,1
2025-03-12,CUP,cska,dinamo-msk,2,1
2025-04-15,CUP,lokomotiv,akhmat,2,1
2025-04-15,CUP,spartak,ural,3,0
2025-04-16,CUP,zenit,rostov,2,0
2025-04-16,CUP,dinamo-msk,cska,0,0
2025-04-29,CUP,spartak,dinamo-msk,2,1
2025-04-30,CUP,lokomotiv,rostov,0,2
2025-04-30,CUP,zenit,cska,2,0
2025-05-14,CUP,cska,zenit,2,0
2025-05-15,CUP,spartak,rostov,1,2
2025-06-01,CUP,rostov,cska,0,0
# --- 2025-26 group stage (48) ---
2025-07-29,CUP,dinamo-msk,sochi,3,2
2025-07-29,CUP,krasnodar,krylja,1,2
2025-07-29,CUP,akron,baltika,2,1
2025-07-30,CUP,akhmat,zenit,1,2
2025-07-30,CUP,dinamo-mkh,pari-nn,1,0
2025-07-30,CUP,rostov,spartak,0,2
2025-07-30,CUP,cska,lokomotiv,2,1
2025-07-31,CUP,rubin,orenburg,2,0
2025-08-12,CUP,zenit,rubin,3,0
2025-08-12,CUP,spartak,dinamo-mkh,1,1
2025-08-12,CUP,akron,cska,1,1
2025-08-13,CUP,orenburg,akhmat,2,1
2025-08-13,CUP,sochi,krylja,1,1
2025-08-13,CUP,dinamo-msk,krasnodar,0,4
2025-08-13,CUP,lokomotiv,baltika,2,0
2025-08-14,CUP,pari-nn,rostov,1,0
2025-08-26,CUP,orenburg,zenit,3,5
2025-08-26,CUP,akhmat,rubin,2,0
2025-08-26,CUP,spartak,pari-nn,4,0
2025-08-27,CUP,krylja,dinamo-msk,0,0
2025-08-27,CUP,sochi,krasnodar,2,4
2025-08-27,CUP,rostov,dinamo-mkh,1,3
2025-08-27,CUP,baltika,cska,0,2
2025-08-28,CUP,lokomotiv,akron,2,0
2025-09-16,CUP,orenburg,rubin,0,0
2025-09-16,CUP,pari-nn,dinamo-mkh,1,2
2025-09-16,CUP,akron,lokomotiv,1,3
2025-09-17,CUP,zenit,akhmat,2,1
2025-09-17,CUP,sochi,dinamo-msk,0,4
2025-09-17,CUP,krylja,krasnodar,1,2
2025-09-18,CUP,spartak,rostov,1,2
2025-09-18,CUP,cska,baltika,1,1
2025-09-30,CUP,rubin,zenit,0,1
2025-09-30,CUP,akhmat,orenburg,0,1
2025-09-30,CUP,krasnodar,dinamo-msk,0,0
2025-10-01,CUP,krylja,sochi,3,3
2025-10-01,CUP,pari-nn,spartak,1,2
2025-10-01,CUP,baltika,akron,3,0
2025-10-01,CUP,lokomotiv,cska,0,0
2025-10-02,CUP,dinamo-mkh,rostov,1,1
2025-10-21,CUP,dinamo-mkh,spartak,1,3
2025-10-21,CUP,cska,akron,3,2
2025-10-22,CUP,zenit,orenburg,6,0
2025-10-22,CUP,rubin,akhmat,3,3
2025-10-22,CUP,dinamo-msk,krylja,4,0
2025-10-22,CUP,rostov,pari-nn,4,1
2025-10-23,CUP,krasnodar,sochi,3,0
2025-10-23,CUP,baltika,lokomotiv,1,2
# --- 2025-26 knockout (27) ---
2025-11-05,CUP,dinamo-mkh,cska,1,0
2025-11-05,CUP,orenburg,krasnodar,1,3
2025-11-05,CUP,zenit,dinamo-msk,1,3
2025-11-06,CUP,spartak,lokomotiv,3,1
2025-11-25,CUP,torpedo,baltika,0,2
2025-11-25,CUP,arsenal-tula,rubin,0,0
2025-11-26,CUP,neftekhimik,rostov,1,3
2025-11-26,CUP,cska,dinamo-mkh,2,1
2025-11-26,CUP,krasnodar,orenburg,4,0
2025-11-26,CUP,lokomotiv,spartak,2,3
2025-11-27,CUP,dinamo-msk,zenit,0,1
2025-11-27,CUP,kamaz,krylja,1,1
2026-03-03,CUP,baltika,zenit,0,1
2026-03-04,CUP,krylja,orenburg,2,0
2026-03-04,CUP,rostov,dinamo-mkh,0,2
2026-03-04,CUP,cska,krasnodar,3,1
2026-03-05,CUP,arsenal-tula,lokomotiv,1,2
2026-03-05,CUP,dinamo-msk,spartak,5,2
2026-03-17,CUP,krasnodar,cska,4,0
2026-03-18,CUP,spartak,dinamo-msk,1,0
2026-03-18,CUP,zenit,dinamo-mkh,1,0
2026-03-19,CUP,krylja,lokomotiv,2,2
2026-04-07,CUP,krylja,cska,2,5
2026-04-08,CUP,zenit,spartak,0,0
2026-04-08,CUP,dinamo-msk,krasnodar,0,0
2026-05-06,CUP,spartak,cska,1,0
2026-05-07,CUP,krasnodar,dinamo-msk,0,0
2026-05-24,CUP,spartak,krasnodar,1,1
