Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
Russia,Premier League,2021/2022,09/08/2021,17:00,Sochi,Ural,2,0,H,1.64,3.9,6.1,1.75,3.91,6.34,1.63,3.7,5.66
Russia,Premier League,2021/2022,14/08/2021,15:30,Pari NN,Ufa,1,2,A,3.44,2.95,2.51,3.5,3.21,2.55,3.24,2.89,2.44
Russia,Premier League,2021/2022,14/08/2021,15:30,Spartak Moscow,Ural,1,0,H,1.43,4.61,8.79,1.46,4.86,9.21,1.4,4.48,8.05
Russia,Premier League,2021/2022,14/08/2021,18:00,Akhmat Grozny,Dynamo Moscow,2,1,H,3.23,3.46,2.33,3.4,3.53,2.43,3.08,3.31,2.29
Russia,Premier League,2021/2022,14/08/2021,18:00,FK Rostov,CSKA Moscow,1,3,A,3.7,3.31,2.19,3.75,3.45,2.33,3.45,3.22,2.16
Russia,Premier League,2021/2022,15/08/2021,15:30,Lokomotiv Moscow,Zenit,1,1,D,4.94,3.78,1.78,4.96,4.05,1.84,4.49,3.72,1.75
Russia,Premier League,2021/2022,15/08/2021,18:00,Krasnodar,Arsenal Tula,3,2,H,1.5,4.66,6.71,1.52,4.85,7.6,1.47,4.5,6.33
Russia,Premier League,2021/2022,15/08/2021,18:00,Rubin Kazan,Krylya Sovetov,1,1,D,2.68,3.41,2.77,2.72,3.45,2.97,2.54,3.23,2.76
Russia,Premier League,2021/2022,16/08/2021,17:00,Sochi,Khimki,3,0,H,1.85,3.52,4.87,1.95,3.78,4.92,1.84,3.42,4.38
Russia,Premier League,2021/2022,21/08/2021,14:00,Arsenal Tula,Spartak Moscow,1,1,D,5.99,4.14,1.61,6.65,4.2,1.67,5.57,3.91,1.6
Russia,Premier League,2021/2022,21/08/2021,14:00,CSKA Moscow,Akhmat Grozny,2,0,H,1.56,4.36,6.13,1.67,4.48,6.14,1.56,4.1,5.62
Russia,Premier League,2021/2022,21/08/2021,16:00,Ufa,Zenit,1,1,D,8.54,5.29,1.38,9.23,5.5,1.4,7.91,5.06,1.36
Russia,Premier League,2021/2022,21/08/2021,16:00,Ural,Dynamo Moscow,0,1,A,6.02,3.92,1.64,6.25,4.1,1.7,5.66,3.76,1.62
Russia,Premier League,2021/2022,21/08/2021,18:00,Krylya Sovetov,Sochi,1,0,H,2.56,3.33,2.97,2.65,3.54,3,2.53,3.21,2.82
Russia,Premier League,2021/2022,22/08/2021,14:00,Lokomotiv Moscow,Krasnodar,2,1,H,2.79,3.57,2.57,2.93,3.7,2.7,2.69,3.45,2.51
Russia,Premier League,2021/2022,22/08/2021,16:00,Pari NN,FK Rostov,1,2,A,3.52,3.16,2.34,3.88,3.18,2.56,3.33,3.02,2.33
Russia,Premier League,2021/2022,22/08/2021,18:00,Khimki,Rubin Kazan,1,1,D,2.34,3.39,3.27,2.6,3.39,3.29,2.38,3.21,3.04
Russia,Premier League,2021/2022,26/08/2021,14:30,Ufa,Krylya Sovetov,1,2,A,2.76,3.14,2.89,2.8,3.3,2.97,2.67,3.04,2.8
Russia,Premier League,2021/2022,26/08/2021,16:30,Spartak Moscow,Sochi,1,2,A,1.94,3.56,4.3,2.01,3.65,4.49,1.92,3.45,3.98
Russia,Premier League,2021/2022,26/08/2021,18:30,Akhmat Grozny,Arsenal Tula,2,1,H,1.74,3.62,5.63,1.8,3.75,5.63,1.72,3.54,5.06
Russia,Premier League,2021/2022,26/08/2021,18:45,Zenit,CSKA Moscow,1,0,H,1.5,4.7,6.67,1.55,4.85,7.4,1.48,4.51,6.11
Russia,Premier League,2021/2022,27/08/2021,14:30,Ural,FK Rostov,1,1,D,3.54,3.08,2.38,3.69,3.22,2.45,3.41,3.03,2.28
Russia,Premier League,2021/2022,27/08/2021,16:30,Khimki,Pari NN,1,1,D,2.05,3.3,4.22,2.15,3.64,4.26,2.08,3.22,3.72
Russia,Premier League,2021/2022,27/08/2021,17:00,Dynamo Moscow,Lokomotiv Moscow,1,1,D,1.95,3.6,4.17,2.3,3.7,4.18,2.05,3.41,3.62
Russia,Premier League,2021/2022,27/08/2021,18:30,Krasnodar,Rubin Kazan,2,0,H,1.55,4.48,6.2,1.68,4.48,6.31,1.55,4.2,5.59
Russia,Premier League,2021/2022,11/09/2021,12:00,Lokomotiv Moscow,Krylya Sovetov,2,0,H,2.19,3.33,3.68,2.29,3.93,4.5,2.08,3.31,3.63
Russia,Premier League,2021/2022,11/09/2021,14:30,Zenit,Akhmat Grozny,3,1,H,1.35,5.46,9.13,1.38,5.65,11,1.34,5.17,8.43
Russia,Premier League,2021/2022,11/09/2021,17:00,Spartak Moscow,Khimki,3,1,H,1.55,4.37,6.35,1.62,4.52,7.03,1.51,4.19,6.18
Russia,Premier League,2021/2022,12/09/2021,12:00,Arsenal Tula,CSKA Moscow,2,2,D,5.39,3.87,1.7,6.2,3.9,1.83,5,3.72,1.69
Russia,Premier League,2021/2022,12/09/2021,14:30,Sochi,Ufa,3,1,H,1.67,3.82,5.88,1.75,3.85,6,1.68,3.62,5.32
Russia,Premier League,2021/2022,12/09/2021,17:00,Dynamo Moscow,Pari NN,1,2,A,1.3,5.54,12.07,1.32,5.75,12.77,1.29,5.26,10.93
Russia,Premier League,2021/2022,13/09/2021,16:30,Rubin Kazan,Ural,4,0,H,1.65,4.01,5.66,1.7,4.02,6.37,1.64,3.77,5.34
Russia,Premier League,2021/2022,13/09/2021,17:30,FK Rostov,Krasnodar,1,1,D,3.88,3.64,2.02,4.2,3.74,2.08,3.68,3.49,1.99
Russia,Premier League,2021/2022,18/09/2021,12:00,Ufa,Khimki,3,2,H,2.3,3.38,3.36,2.54,3.42,3.49,2.37,3.22,3.04
Russia,Premier League,2021/2022,18/09/2021,14:30,Krylya Sovetov,FK Rostov,4,2,H,2.31,3.23,3.5,2.5,3.46,3.58,2.31,3.12,3.26
Russia,Premier League,2021/2022,18/09/2021,17:00,Akhmat Grozny,Krasnodar,0,2,A,2.75,3.3,2.77,2.96,3.45,2.79,2.68,3.24,2.66
Russia,Premier League,2021/2022,19/09/2021,14:30,Pari NN,Arsenal Tula,2,3,A,2.49,3.1,3.3,2.57,3.23,3.3,2.43,3.05,3.1
Russia,Premier League,2021/2022,19/09/2021,17:00,Sochi,Dynamo Moscow,0,1,A,2.38,3.47,3.14,2.74,3.47,3.22,2.35,3.28,3.02
Russia,Premier League,2021/2022,20/09/2021,14:30,Ural,Lokomotiv Moscow,0,0,D,4.67,3.55,1.88,4.96,3.69,1.9,4.41,3.44,1.84
Russia,Premier League,2021/2022,20/09/2021,16:30,Rubin Kazan,Zenit,1,3,A,4.75,4.05,1.75,5.06,4.3,1.8,4.51,3.95,1.71
Russia,Premier League,2021/2022,20/09/2021,17:30,CSKA Moscow,Spartak Moscow,1,0,H,2.38,3.47,3.13,2.5,3.58,3.17,2.34,3.33,2.99
Russia,Premier League,2021/2022,25/09/2021,12:00,Khimki,Lokomotiv Moscow,0,0,D,3.41,3.45,2.25,3.73,3.65,2.27,3.31,3.33,2.17
Russia,Premier League,2021/2022,25/09/2021,14:30,Zenit,Krylya Sovetov,2,1,H,1.27,6.47,10.16,1.32,6.59,13.1,1.26,6,10.1
Russia,Premier League,2021/2022,25/09/2021,17:00,Spartak Moscow,Ufa,2,0,H,1.54,4.42,6.42,1.6,4.64,7.28,1.52,4.19,6.08
Russia,Premier League,2021/2022,26/09/2021,12:00,Dynamo Moscow,Rubin Kazan,2,0,H,1.75,3.82,5.11,1.8,4,5.18,1.71,3.72,4.8
Russia,Premier League,2021/2022,26/09/2021,14:30,FK Rostov,Akhmat Grozny,1,2,A,2.74,3.01,3.03,2.79,3.2,3.05,2.61,3.01,2.86
Russia,Premier League,2021/2022,26/09/2021,17:00,Krasnodar,Sochi,3,0,H,2.2,3.53,3.44,2.3,3.61,3.52,2.18,3.41,3.25
Russia,Premier League,2021/2022,27/09/2021,15:00,Ural,Arsenal Tula,2,0,H,2.91,3.15,2.73,3,3.32,2.82,2.83,3.05,2.63
Russia,Premier League,2021/2022,27/09/2021,17:00,Pari NN,CSKA Moscow,0,2,A,5.93,4.08,1.62,6.18,4.12,1.69,5.54,3.87,1.61
Russia,Premier League,2021/2022,02/10/2021,12:00,Rubin Kazan,Pari NN,0,1,A,1.99,3.35,4.41,1.99,3.55,4.8,1.92,3.31,4.25
Russia,Premier League,2021/2022,02/10/2021,14:30,Dynamo Moscow,Krylya Sovetov,0,1,A,1.72,4.01,4.95,1.73,4.1,5.87,1.68,3.82,4.88
Russia,Premier League,2021/2022,02/10/2021,17:00,Arsenal Tula,Khimki,0,0,D,2.94,3.25,2.63,3.09,3.44,2.7,2.87,3.18,2.5
Russia,Premier League,2021/2022,02/10/2021,17:00,CSKA Moscow,Krasnodar,0,0,D,2.39,3.63,2.99,2.5,3.66,3.1,2.36,3.44,2.88
Russia,Premier League,2021/2022,03/10/2021,12:00,Ufa,Ural,0,1,A,1.96,3.41,4.41,2.05,3.46,4.67,1.92,3.31,4.21
Russia,Premier League,2021/2022,03/10/2021,14:30,Zenit,Sochi,1,2,A,1.36,5.64,8.4,1.41,5.64,9,1.37,5.13,7.63
Russia,Premier League,2021/2022,03/10/2021,17:00,Akhmat Grozny,Spartak Moscow,0,1,A,3,3.24,2.59,3.35,3.45,2.6,2.93,3.22,2.45
Russia,Premier League,2021/2022,03/10/2021,17:00,Lokomotiv Moscow,FK Rostov,1,2,A,2.06,3.48,3.91,2.11,3.53,4.54,1.99,3.37,3.82
Russia,Premier League,2021/2022,16/10/2021,12:00,Arsenal Tula,Zenit,2,1,H,9.67,5.42,1.34,11.75,5.65,1.4,8.88,5.18,1.32
Russia,Premier League,2021/2022,16/10/2021,14:30,Rubin Kazan,Lokomotiv Moscow,2,2,D,2.24,3.45,3.42,2.6,3.72,3.51,2.21,3.33,3.22
Russia,Premier League,2021/2022,16/10/2021,17:00,Sochi,FK Rostov,3,2,H,1.65,3.92,5.96,1.8,4.17,5.97,1.65,3.74,5.31
Russia,Premier League,2021/2022,16/10/2021,17:00,Spartak Moscow,Dynamo Moscow,2,2,D,2.67,3.29,2.86,2.71,3.45,3,2.54,3.2,2.78
Russia,Premier League,2021/2022,17/10/2021,12:00,Ural,CSKA Moscow,0,1,A,4.67,3.51,1.88,5.29,3.73,1.91,4.51,3.47,1.8
Russia,Premier League,2021/2022,17/10/2021,14:30,Krylya Sovetov,Pari NN,2,0,H,1.65,4.03,5.64,1.75,4.03,5.64,1.67,3.71,5.05
Russia,Premier League,2021/2022,17/10/2021,14:30,Khimki,Akhmat Grozny,2,0,H,3.01,3.1,2.69,3.06,3.25,2.7,2.88,3.05,2.56
Russia,Premier League,2021/2022,17/10/2021,17:00,Krasnodar,Ufa,1,1,D,1.36,5.67,8.18,1.4,5.67,9.4,1.35,5.19,7.84
Russia,Premier League,2021/2022,22/10/2021,17:00,Dynamo Moscow,Khimki,4,1,H,1.58,4.08,6.45,1.63,4.33,7.08,1.55,3.96,6.06
Russia,Premier League,2021/2022,23/10/2021,12:00,Pari NN,Krasnodar,1,4,A,6.71,4.58,1.51,7,4.6,1.56,6.19,4.31,1.49
Russia,Premier League,2021/2022,23/10/2021,14:30,FK Rostov,Arsenal Tula,4,0,H,1.83,3.68,4.75,1.94,3.72,4.81,1.83,3.49,4.3
Russia,Premier League,2021/2022,23/10/2021,17:00,CSKA Moscow,Krylya Sovetov,3,1,H,1.8,3.83,4.68,1.91,3.95,5.09,1.77,3.7,4.35
Russia,Premier League,2021/2022,24/10/2021,12:00,Ufa,Rubin Kazan,1,1,D,2.76,3.24,2.81,3.08,3.37,2.87,2.71,3.14,2.66
Russia,Premier League,2021/2022,24/10/2021,14:30,Akhmat Grozny,Ural,1,0,H,1.72,3.56,5.89,1.75,3.82,6.41,1.66,3.57,5.48
Russia,Premier League,2021/2022,24/10/2021,17:00,Zenit,Spartak Moscow,7,1,H,1.55,4.14,7.01,1.6,4.75,7.04,1.51,4.18,6.14
Russia,Premier League,2021/2022,25/10/2021,17:00,Lokomotiv Moscow,Sochi,2,1,H,3.05,3.37,2.48,3.1,3.59,2.7,2.89,3.26,2.43
Russia,Premier League,2021/2022,29/10/2021,17:00,Zenit,Dynamo Moscow,4,1,H,1.56,4.37,6.25,1.6,4.7,7.06,1.52,4.27,5.91
Russia,Premier League,2021/2022,30/10/2021,12:00,Rubin Kazan,CSKA Moscow,1,0,H,3.78,3.64,2.04,3.94,3.81,2.27,3.52,3.44,2.04
Russia,Premier League,2021/2022,30/10/2021,14:30,Spartak Moscow,FK Rostov,1,1,D,1.68,3.84,5.73,1.76,3.9,6.08,1.66,3.71,5.15
Russia,Premier League,2021/2022,30/10/2021,17:00,Krasnodar,Krylya Sovetov,0,1,A,1.52,4.7,6.31,1.52,4.85,7.24,1.47,4.51,6.13
Russia,Premier League,2021/2022,30/10/2021,17:00,Pari NN,Lokomotiv Moscow,1,2,A,4.79,3.59,1.85,5.01,3.63,1.95,4.23,3.41,1.87
Russia,Premier League,2021/2022,31/10/2021,11:00,Ufa,Akhmat Grozny,1,0,H,2.89,3,2.87,2.89,3.1,3,2.78,2.92,2.76
Russia,Premier League,2021/2022,31/10/2021,13:30,Arsenal Tula,Sochi,1,2,A,4.95,3.89,1.75,5.09,3.95,1.77,4.63,3.75,1.72
Russia,Premier League,2021/2022,31/10/2021,16:00,Khimki,Ural,0,0,D,1.98,3.35,4.41,2.13,3.48,4.79,1.94,3.29,4.07
Russia,Premier League,2021/2022,06/11/2021,11:00,Arsenal Tula,Ufa,0,0,D,3.27,3.31,2.38,3.3,3.42,2.75,3.04,3.12,2.44
Russia,Premier League,2021/2022,06/11/2021,13:30,Dynamo Moscow,Krasnodar,1,0,H,2.75,3.46,2.66,2.95,3.75,2.76,2.67,3.33,2.59
Russia,Premier League,2021/2022,06/11/2021,13:30,Krylya Sovetov,Khimki,3,0,H,1.83,3.66,4.75,1.9,3.69,4.95,1.83,3.48,4.42
Russia,Premier League,2021/2022,06/11/2021,16:00,Sochi,CSKA Moscow,4,1,H,2.42,3.29,3.22,2.43,3.44,3.32,2.31,3.26,3.1
Russia,Premier League,2021/2022,07/11/2021,11:00,Ural,Zenit,0,0,D,11.35,5.68,1.3,13.5,6,1.3,10.74,5.51,1.27
Russia,Premier League,2021/2022,07/11/2021,13:30,FK Rostov,Rubin Kazan,5,1,H,2.26,3.35,3.48,2.55,3.36,3.51,2.29,3.2,3.19
Russia,Premier League,2021/2022,07/11/2021,16:00,Akhmat Grozny,Pari NN,3,1,H,1.65,3.77,6.31,1.75,3.77,6.76,1.65,3.59,5.65
Russia,Premier League,2021/2022,07/11/2021,16:00,Spartak Moscow,Lokomotiv Moscow,1,1,D,2.2,3.51,3.45,2.22,3.88,3.62,2.12,3.45,3.34
Russia,Premier League,2021/2022,19/11/2021,16:00,Zenit,Pari NN,5,1,H,1.12,10.21,23.74,1.16,12.3,27,1.11,9.41,20.43
Russia,Premier League,2021/2022,20/11/2021,11:00,Krylya Sovetov,Ural,1,1,D,1.7,3.64,5.88,1.9,3.75,6.2,1.69,3.51,5.42
Russia,Premier League,2021/2022,20/11/2021,13:30,Lokomotiv Moscow,Akhmat Grozny,1,2,A,2.59,3.18,3.06,2.59,3.35,4,2.43,3.15,3.03
Russia,Premier League,2021/2022,20/11/2021,16:00,Krasnodar,Spartak Moscow,2,1,H,1.74,4.29,4.5,1.85,4.4,4.53,1.75,3.97,4.23
Russia,Premier League,2021/2022,21/11/2021,11:00,CSKA Moscow,Khimki,0,0,D,1.54,4.34,6.5,1.6,4.63,6.95,1.52,4.17,6.16
Russia,Premier League,2021/2022,21/11/2021,11:00,FK Rostov,Ufa,2,2,D,2.22,3.12,3.87,2.25,3.53,4,2.15,3.13,3.64
Russia,Premier League,2021/2022,21/11/2021,13:30,Dynamo Moscow,Arsenal Tula,5,1,H,1.42,4.7,8.85,1.45,5,9,1.39,4.62,8.09
Russia,Premier League,2021/2022,21/11/2021,16:30,Sochi,Rubin Kazan,1,2,A,1.54,4.32,6.64,1.6,4.59,6.65,1.52,4.18,6.14
Russia,Premier League,2021/2022,27/11/2021,11:00,Ural,Sochi,1,1,D,4.49,3.16,2.04,4.92,3.57,2.07,4.35,3.22,1.93
Russia,Premier League,2021/2022,27/11/2021,13:30,Akhmat Grozny,FK Rostov,2,0,H,2.09,3.24,4.12,2.25,3.32,4.12,2.09,3.17,3.74
Russia,Premier League,2021/2022,27/11/2021,16:00,Khimki,Krasnodar,3,3,D,5.31,4.3,1.64,5.81,4.3,1.75,5.07,4.01,1.63
Russia,Premier League,2021/2022,28/11/2021,11:00,Pari NN,Krylya Sovetov,0,0,D,4.21,3.47,1.99,4.33,3.68,2.14,3.92,3.37,1.96
Russia,Premier League,2021/2022,28/11/2021,13:30,Rubin Kazan,Dynamo Moscow,2,3,A,3.81,3.62,2.04,4.05,3.81,2.13,3.62,3.48,2.01
Russia,Premier League,2021/2022,28/11/2021,17:00,CSKA Moscow,Zenit,0,2,A,4.19,3.63,1.94,4.45,4.18,1.94,4.13,3.65,1.83
Russia,Premier League,2021/2022,29/11/2021,14:00,Ufa,Spartak Moscow,1,1,D,2.94,3.19,2.68,3.3,3.45,2.7,2.92,3.14,2.5
Russia,Premier League,2021/2022,29/11/2021,16:00,Arsenal Tula,Lokomotiv Moscow,3,1,H,3.37,3.46,2.26,3.65,3.52,2.4,3.25,3.31,2.22
Russia,Premier League,2021/2022,03/12/2021,16:00,Zenit,FK Rostov,2,2,D,1.19,7.59,16.22,1.25,7.59,16.25,1.21,6.78,12.54
Russia,Premier League,2021/2022,04/12/2021,11:00,Krylya Sovetov,CSKA Moscow,0,1,A,3.04,3.19,2.59,3.17,3.35,2.63,2.99,3.17,2.44
Russia,Premier League,2021/2022,04/12/2021,14:00,Spartak Moscow,Akhmat Grozny,2,1,H,2.2,3.41,3.57,2.23,3.41,3.95,2.14,3.26,3.5
Russia,Premier League,2021/2022,04/12/2021,16:00,Lokomotiv Moscow,Ural,0,1,A,1.79,3.53,5.26,1.88,3.65,6,1.76,3.38,5.15
Russia,Premier League,2021/2022,05/12/2021,11:00,Khimki,Arsenal Tula,1,2,A,1.98,3.37,4.39,2.11,3.55,4.44,1.96,3.34,3.98
Russia,Premier League,2021/2022,05/12/2021,13:30,Dynamo Moscow,Ufa,2,0,H,1.73,3.53,5.94,1.73,3.74,6.5,1.67,3.54,5.72
Russia,Premier League,2021/2022,05/12/2021,13:30,Pari NN,Rubin Kazan,2,1,H,3.44,3.09,2.42,3.62,3.4,2.42,3.28,3.15,2.29
Russia,Premier League,2021/2022,05/12/2021,16:00,Sochi,Krasnodar,1,2,A,2.39,3.68,2.95,2.57,3.95,3.25,2.33,3.54,2.88
Russia,Premier League,2021/2022,11/12/2021,11:00,Krylya Sovetov,Rubin Kazan,2,0,H,1.93,3.56,4.31,2.1,3.84,4.4,1.91,3.46,4.02
Russia,Premier League,2021/2022,11/12/2021,13:30,CSKA Moscow,Arsenal Tula,2,0,H,1.55,4.08,7.06,1.58,4.25,7.21,1.53,3.94,6.51
Russia,Premier League,2021/2022,11/12/2021,16:00,FK Rostov,Ural,1,4,A,2.05,3.15,4.46,2.17,3.35,4.46,2.02,3.13,4.03
Russia,Premier League,2021/2022,12/12/2021,11:00,Dynamo Moscow,Zenit,1,1,D,3.27,3.38,2.35,3.44,3.61,2.38,3.11,3.36,2.26
Russia,Premier League,2021/2022,12/12/2021,13:30,Akhmat Grozny,Khimki,4,1,H,1.68,3.73,6.02,1.75,4.07,6.05,1.65,3.71,5.35
Russia,Premier League,2021/2022,12/12/2021,16:00,Krasnodar,Pari NN,0,0,D,1.44,4.88,7.66,1.46,5.21,8.4,1.42,4.59,7.15
Russia,Premier League,2021/2022,12/12/2021,16:00,Lokomotiv Moscow,Ufa,2,0,H,2.19,3.27,3.76,2.25,3.42,4,2.14,3.17,3.57
Russia,Premier League,2021/2022,13/12/2021,16:00,Sochi,Spartak Moscow,3,0,H,2.11,3.66,3.54,2.23,3.88,3.62,2.06,3.56,3.42
Russia,Premier League,2021/2022,26/02/2022,11:00,Khimki,Dynamo Moscow,0,3,A,5.65,3.85,1.68,6.64,4.07,1.7,5.43,3.76,1.64
Russia,Premier League,2021/2022,26/02/2022,11:00,Pari NN,Ural,1,0,H,2.88,2.91,2.97,3.21,2.93,3,2.89,2.77,2.84
Russia,Premier League,2021/2022,26/02/2022,13:30,Sochi,Arsenal Tula,2,0,H,1.67,3.86,5.74,1.68,4.2,6.3,1.62,3.91,5.36
Russia,Premier League,2021/2022,26/02/2022,16:00,Spartak Moscow,CSKA Moscow,0,2,A,2.93,3.17,2.7,3.08,3.4,2.8,2.87,3.1,2.58
Russia,Premier League,2021/2022,27/02/2022,16:00,Akhmat Grozny,Ufa,2,1,H,1.88,3.33,5.02,2,3.54,5.25,1.85,3.3,4.67
Russia,Premier League,2021/2022,28/02/2022,16:00,Zenit,Rubin Kazan,3,2,H,1.2,7.3,14.46,1.29,8,16,1.2,7.08,12.89
Russia,Premier League,2021/2022,05/03/2022,16:00,CSKA Moscow,Pari NN,1,0,H,1.45,4.25,8.78,1.52,4.7,9.7,1.44,4.35,8.05
Russia,Premier League,2021/2022,06/03/2022,11:00,Krylya Sovetov,Arsenal Tula,2,2,D,1.85,3.41,4.95,1.95,3.72,4.95,1.89,3.36,4.44
Russia,Premier League,2021/2022,06/03/2022,11:00,Lokomotiv Moscow,Khimki,3,2,H,1.91,3.52,4.4,2.13,3.7,4.6,1.95,3.46,4.06
Russia,Premier League,2021/2022,06/03/2022,16:00,Dynamo Moscow,Spartak Moscow,0,2,A,2.31,3.47,3.2,2.41,3.5,3.42,2.31,3.3,3.18
Russia,Premier League,2021/2022,07/03/2022,11:00,Krasnodar,Ural,2,1,H,2.77,3.27,2.73,2.79,3.48,2.87,2.67,3.25,2.73
Russia,Premier League,2021/2022,07/03/2022,13:30,FK Rostov,Sochi,0,1,A,2.93,3.35,2.54,2.99,3.48,2.6,2.89,3.29,2.49
Russia,Premier League,2021/2022,07/03/2022,13:30,Zenit,Ufa,2,0,H,1.2,7.12,14.08,1.24,7.5,16.75,1.21,6.87,13.34
Russia,Premier League,2021/2022,07/03/2022,16:00,Akhmat Grozny,Rubin Kazan,1,2,A,1.81,4.06,4.22,1.96,4.07,4.59,1.83,3.75,4.1
Russia,Premier League,2021/2022,12/03/2022,11:00,Ufa,Pari NN,0,0,D,1.66,3.56,6.51,1.8,3.66,6.55,1.69,3.47,5.9
Russia,Premier League,2021/2022,12/03/2022,13:30,Arsenal Tula,Dynamo Moscow,1,4,A,5.01,3.78,1.75,5.2,3.92,1.8,4.86,3.73,1.74
Russia,Premier League,2021/2022,12/03/2022,16:00,Lokomotiv Moscow,CSKA Moscow,1,2,A,3.86,3.39,2.08,4.15,3.4,2.13,3.84,3.32,2.06
Russia,Premier League,2021/2022,13/03/2022,09:00,Ural,Akhmat Grozny,0,0,D,3.42,2.88,2.54,3.43,3.07,2.57,3.25,2.89,2.51
Russia,Premier League,2021/2022,13/03/2022,11:00,Khimki,Sochi,0,0,D,4.55,4.03,1.76,4.74,4.03,1.81,4.55,3.84,1.76
Russia,Premier League,2021/2022,13/03/2022,13:30,Krylya Sovetov,Zenit,1,1,D,4.77,3.87,1.76,4.9,4.12,1.78,4.62,3.94,1.73
Russia,Premier League,2021/2022,13/03/2022,16:00,Spartak Moscow,Krasnodar,1,2,A,1.63,3.94,5.85,1.67,4.58,6.2,1.6,4.07,5.62
Russia,Premier League,2021/2022,14/03/2022,16:00,Rubin Kazan,FK Rostov,1,2,A,2.42,3.12,3.33,2.45,3.34,3.38,2.38,3.12,3.2
Russia,Premier League,2021/2022,19/03/2022,09:00,Ural,Khimki,0,1,A,1.95,3.26,4.62,2.05,3.34,4.62,1.96,3.16,4.39
